S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
570,03/04/2020,Andaman and Nicobar Islands,10,10,0,0
571,04/04/2020,Andaman and Nicobar Islands,10,10,0,0
572,05/04/2020,Andaman and Nicobar Islands,10,10,0,0
573,06/04/2020,Andaman and Nicobar Islands,10,10,0,0
574,07/04/2020,Andaman and Nicobar Islands,10,10,0,0
575,08/04/2020,Andaman and Nicobar Islands,10,10,0,0
576,09/04/2020,Andaman and Nicobar Islands,11,11,0,0
577,10/04/2020,Andaman and Nicobar Islands,11,11,0,0
578,11/04/2020,Andaman and Nicobar Islands,11,11,0,0
579,12/04/2020,Andaman and Nicobar Islands,11,1,10,0
580,13/04/2020,Andaman and Nicobar Islands,11,1,10,0
581,14/04/2020,Andaman and Nicobar Islands,11,1,10,0
582,15/04/2020,Andaman and Nicobar Islands,11,1,10,0
583,16/04/2020,Andaman and Nicobar Islands,11,1,10,0
584,17/04/2020,Andaman and Nicobar Islands,11,1,10,0
585,18/04/2020,Andaman and Nicobar Islands,12,1,11,0
586,19/04/2020,Andaman and Nicobar Islands,14,3,11,0
587,20/04/2020,Andaman and Nicobar Islands,15,4,11,0
588,21/04/2020,Andaman and Nicobar Islands,16,5,11,0
589,22/04/2020,Andaman and Nicobar Islands,16,5,11,0
590,23/04/2020,Andaman and Nicobar Islands,18,7,11,0
591,24/04/2020,Andaman and Nicobar Islands,22,11,11,0
592,25/04/2020,Andaman and Nicobar Islands,27,16,11,0
593,26/04/2020,Andaman and Nicobar Islands,33,22,11,0
594,27/04/2020,Andaman and Nicobar Islands,33,22,11,0
595,28/04/2020,Andaman and Nicobar Islands,33,22,11,0
596,29/04/2020,Andaman and Nicobar Islands,33,18,15,0
597,30/04/2020,Andaman and Nicobar Islands,33,18,15,0
598,01/05/2020,Andaman and Nicobar Islands,33,17,16,0
599,02/05/2020,Andaman and Nicobar Islands,33,17,16,0
600,03/05/2020,Andaman and Nicobar Islands,33,17,16,0
601,04/05/2020,Andaman and Nicobar Islands,33,1,32,0
602,05/05/2020,Andaman and Nicobar Islands,33,1,32,0
603,06/05/2020,Andaman and Nicobar Islands,33,1,32,0
604,07/05/2020,Andaman and Nicobar Islands,33,1,32,0
605,08/05/2020,Andaman and Nicobar Islands,33,0,33,0
606,09/05/2020,Andaman and Nicobar Islands,33,0,33,0
607,10/05/2020,Andaman and Nicobar Islands,33,0,33,0
608,11/05/2020,Andaman and Nicobar Islands,33,0,33,0
609,12/05/2020,Andaman and Nicobar Islands,33,0,33,0
610,13/05/2020,Andaman and Nicobar Islands,33,0,33,0
611,14/05/2020,Andaman and Nicobar Islands,33,0,33,0
612,15/05/2020,Andaman and Nicobar Islands,33,0,33,0
613,16/05/2020,Andaman and Nicobar Islands,33,0,33,0
614,17/05/2020,Andaman and Nicobar Islands,33,0,33,0
615,18/05/2020,Andaman and Nicobar Islands,33,0,33,0
616,19/05/2020,Andaman and Nicobar Islands,33,0,33,0
617,20/05/2020,Andaman and Nicobar Islands,33,0,33,0
618,21/05/2020,Andaman and Nicobar Islands,33,0,33,0
619,22/05/2020,Andaman and Nicobar Islands,33,0,33,0
620,23/05/2020,Andaman and Nicobar Islands,33,0,33,0
621,24/05/2020,Andaman and Nicobar Islands,33,0,33,0
622,25/05/2020,Andaman and Nicobar Islands,33,0,33,0
623,26/05/2020,Andaman and Nicobar Islands,33,0,33,0
624,27/05/2020,Andaman and Nicobar Islands,33,0,33,0
625,28/05/2020,Andaman and Nicobar Islands,33,0,33,0
626,29/05/2020,Andaman and Nicobar Islands,33,0,33,0
627,30/05/2020,Andaman and Nicobar Islands,33,0,33,0
628,31/05/2020,Andaman and Nicobar Islands,33,0,33,0
629,01/06/2020,Andaman and Nicobar Islands,33,0,33,0
630,02/06/2020,Andaman and Nicobar Islands,33,0,33,0
631,03/06/2020,Andaman and Nicobar Islands,33,0,33,0
632,04/06/2020,Andaman and Nicobar Islands,33,0,33,0
633,05/06/2020,Andaman and Nicobar Islands,33,0,33,0
634,06/06/2020,Andaman and Nicobar Islands,33,0,33,0
635,07/06/2020,Andaman and Nicobar Islands,33,0,33,0
636,08/06/2020,Andaman and Nicobar Islands,33,0,33,0
637,09/06/2020,Andaman and Nicobar Islands,33,0,33,0
638,10/06/2020,Andaman and Nicobar Islands,33,0,33,0
639,11/06/2020,Andaman and Nicobar Islands,34,1,33,0
640,12/06/2020,Andaman and Nicobar Islands,38,5,33,0
641,13/06/2020,Andaman and Nicobar Islands,38,5,33,0
642,14/06/2020,Andaman and Nicobar Islands,38,5,33,0
643,15/06/2020,Andaman and Nicobar Islands,38,5,33,0
644,16/06/2020,Andaman and Nicobar Islands,41,8,33,0
645,17/06/2020,Andaman and Nicobar Islands,44,11,33,0
646,18/06/2020,Andaman and Nicobar Islands,44,11,33,0
647,19/06/2020,Andaman and Nicobar Islands,44,11,33,0
648,20/06/2020,Andaman and Nicobar Islands,45,10,35,0
649,21/06/2020,Andaman and Nicobar Islands,47,11,36,0
650,22/06/2020,Andaman and Nicobar Islands,48,11,37,0
651,23/06/2020,Andaman and Nicobar Islands,48,11,37,0
652,24/06/2020,Andaman and Nicobar Islands,50,10,40,0
653,25/06/2020,Andaman and Nicobar Islands,56,13,43,0
654,26/06/2020,Andaman and Nicobar Islands,59,16,43,0
655,27/06/2020,Andaman and Nicobar Islands,72,29,43,0
656,28/06/2020,Andaman and Nicobar Islands,72,29,43,0
657,29/06/2020,Andaman and Nicobar Islands,76,31,45,0
658,30/06/2020,Andaman and Nicobar Islands,90,44,46,0
659,01/07/2020,Andaman and Nicobar Islands,97,47,50,0
660,02/07/2020,Andaman and Nicobar Islands,100,50,50,0
661,03/07/2020,Andaman and Nicobar Islands,109,58,51,0
662,04/07/2020,Andaman and Nicobar Islands,116,62,54,0
663,05/07/2020,Andaman and Nicobar Islands,119,53,66,0
664,06/07/2020,Andaman and Nicobar Islands,125,53,72,0
665,07/07/2020,Andaman and Nicobar Islands,141,67,74,0
666,08/07/2020,Andaman and Nicobar Islands,147,72,75,0
667,09/07/2020,Andaman and Nicobar Islands,149,72,77,0
668,10/07/2020,Andaman and Nicobar Islands,151,68,83,0
669,11/07/2020,Andaman and Nicobar Islands,156,64,92,0
670,12/07/2020,Andaman and Nicobar Islands,163,70,93,0
671,13/07/2020,Andaman and Nicobar Islands,163,70,93,0
672,14/07/2020,Andaman and Nicobar Islands,166,57,109,0
673,15/07/2020,Andaman and Nicobar Islands,166,57,109,0
674,16/07/2020,Andaman and Nicobar Islands,176,46,130,0
675,17/07/2020,Andaman and Nicobar Islands,180,47,133,0
676,18/07/2020,Andaman and Nicobar Islands,194,52,142,0
677,19/07/2020,Andaman and Nicobar Islands,198,53,145,0
678,20/07/2020,Andaman and Nicobar Islands,203,58,145,0
679,21/07/2020,Andaman and Nicobar Islands,207,55,152,0
680,22/07/2020,Andaman and Nicobar Islands,212,53,159,0
681,23/07/2020,Andaman and Nicobar Islands,221,58,163,0
682,24/07/2020,Andaman and Nicobar Islands,240,70,170,0
683,25/07/2020,Andaman and Nicobar Islands,259,85,174,0
684,26/07/2020,Andaman and Nicobar Islands,290,114,176,0
685,27/07/2020,Andaman and Nicobar Islands,324,142,182,0
686,28/07/2020,Andaman and Nicobar Islands,338,145,192,1
687,29/07/2020,Andaman and Nicobar Islands,363,166,196,1
688,30/07/2020,Andaman and Nicobar Islands,428,225,201,2
689,31/07/2020,Andaman and Nicobar Islands,471,266,201,4
690,01/08/2020,Andaman and Nicobar Islands,548,329,214,5
691,02/08/2020,Andaman and Nicobar Islands,636,403,226,7
692,03/08/2020,Andaman and Nicobar Islands,734,484,242,8
693,04/08/2020,Andaman and Nicobar Islands,830,557,263,10
694,05/08/2020,Andaman and Nicobar Islands,928,639,277,12
695,06/08/2020,Andaman and Nicobar Islands,1027,687,326,14
696,07/08/2020,Andaman and Nicobar Islands,1123,752,355,16
697,08/08/2020,Andaman and Nicobar Islands,1222,778,425,19
698,09/08/2020,Andaman and Nicobar Islands,1351,831,500,20
699,10/08/2020,Andaman and Nicobar Islands,1490,822,648,20
700,11/08/2020,Andaman and Nicobar Islands,1625,896,709,20
701,12/08/2020,Andaman and Nicobar Islands,1764,994,749,21
702,13/08/2020,Andaman and Nicobar Islands,1900,1050,829,21
703,14/08/2020,Andaman and Nicobar Islands,2037,1091,924,22
704,15/08/2020,Andaman and Nicobar Islands,2186,1130,1032,24
705,16/08/2020,Andaman and Nicobar Islands,2306,1154,1128,24
706,17/08/2020,Andaman and Nicobar Islands,2399,1145,1226,28
707,18/08/2020,Andaman and Nicobar Islands,2445,1091,1325,29
708,19/08/2020,Andaman and Nicobar Islands,2529,1078,1421,30
709,20/08/2020,Andaman and Nicobar Islands,2604,1045,1529,30
710,21/08/2020,Andaman and Nicobar Islands,2680,1011,1638,31
711,22/08/2020,Andaman and Nicobar Islands,2747,971,1744,32
712,23/08/2020,Andaman and Nicobar Islands,2808,923,1853,32
713,24/08/2020,Andaman and Nicobar Islands,2860,864,1963,33
714,25/08/2020,Andaman and Nicobar Islands,2904,777,2092,35
715,26/08/2020,Andaman and Nicobar Islands,2945,677,2231,37
716,27/08/2020,Andaman and Nicobar Islands,2985,635,2309,41
717,28/08/2020,Andaman and Nicobar Islands,3018,602,2374,42
718,29/08/2020,Andaman and Nicobar Islands,3050,564,2444,42
719,30/08/2020,Andaman and Nicobar Islands,3081,518,2519,44
720,31/08/2020,Andaman and Nicobar Islands,3104,473,2586,45
721,01/09/2020,Andaman and Nicobar Islands,3132,439,2647,46
722,02/09/2020,Andaman and Nicobar Islands,3160,400,2714,46
723,03/09/2020,Andaman and Nicobar Islands,3186,381,2758,47
724,04/09/2020,Andaman and Nicobar Islands,3223,352,2823,48
725,05/09/2020,Andaman and Nicobar Islands,3257,345,2863,49
726,06/09/2020,Andaman and Nicobar Islands,3292,338,2904,50
727,07/09/2020,Andaman and Nicobar Islands,3332,331,2951,50
728,08/09/2020,Andaman and Nicobar Islands,3359,312,2997,50
729,09/09/2020,Andaman and Nicobar Islands,3392,307,3035,50
730,10/09/2020,Andaman and Nicobar Islands,3426,297,3078,51
731,11/09/2020,Andaman and Nicobar Islands,3465,293,3121,51
732,12/09/2020,Andaman and Nicobar Islands,3494,286,3157,51
733,13/09/2020,Andaman and Nicobar Islands,3521,268,3202,51
734,14/09/2020,Andaman and Nicobar Islands,3546,252,3243,51
735,15/09/2020,Andaman and Nicobar Islands,3557,227,3278,52
736,16/09/2020,Andaman and Nicobar Islands,3574,204,3318,52
737,17/09/2020,Andaman and Nicobar Islands,3593,196,3345,52
738,18/09/2020,Andaman and Nicobar Islands,3604,174,3378,52
739,19/09/2020,Andaman and Nicobar Islands,3631,165,3414,52
740,20/09/2020,Andaman and Nicobar Islands,3644,156,3436,52
741,21/09/2020,Andaman and Nicobar Islands,3651,147,3452,52
742,22/09/2020,Andaman and Nicobar Islands,3673,152,3469,52
743,23/09/2020,Andaman and Nicobar Islands,3691,160,3479,52
744,24/09/2020,Andaman and Nicobar Islands,3712,166,3494,52
745,25/09/2020,Andaman and Nicobar Islands,3744,189,3503,52
746,26/09/2020,Andaman and Nicobar Islands,3759,179,3528,52
747,27/09/2020,Andaman and Nicobar Islands,3774,171,3551,52
748,28/09/2020,Andaman and Nicobar Islands,3794,188,3553,53
749,29/09/2020,Andaman and Nicobar Islands,3803,168,3582,53
750,30/09/2020,Andaman and Nicobar Islands,3821,181,3587,53
751,01/10/2020,Andaman and Nicobar Islands,3835,174,3608,53
752,02/10/2020,Andaman and Nicobar Islands,3848,172,3623,53
753,03/10/2020,Andaman and Nicobar Islands,3858,174,3631,53
754,04/10/2020,Andaman and Nicobar Islands,3868,173,3642,53
755,05/10/2020,Andaman and Nicobar Islands,3884,182,3649,53
756,06/10/2020,Andaman and Nicobar Islands,3899,186,3659,54
757,07/10/2020,Andaman and Nicobar Islands,3912,180,3678,54
758,08/10/2020,Andaman and Nicobar Islands,3935,185,3696,54
759,09/10/2020,Andaman and Nicobar Islands,3952,190,3707,55
760,10/10/2020,Andaman and Nicobar Islands,3976,197,3724,55
761,11/10/2020,Andaman and Nicobar Islands,3992,193,3744,55
762,12/10/2020,Andaman and Nicobar Islands,4005,186,3764,55
763,13/10/2020,Andaman and Nicobar Islands,4023,198,3770,55
764,14/10/2020,Andaman and Nicobar Islands,4036,199,3782,55
765,15/10/2020,Andaman and Nicobar Islands,4046,195,3796,55
766,16/10/2020,Andaman and Nicobar Islands,4062,190,3817,55
767,17/10/2020,Andaman and Nicobar Islands,4072,185,3831,56
768,18/10/2020,Andaman and Nicobar Islands,4083,179,3848,56
769,19/10/2020,Andaman and Nicobar Islands,4108,184,3868,56
770,20/10/2020,Andaman and Nicobar Islands,4126,178,3892,56
771,21/10/2020,Andaman and Nicobar Islands,4141,183,3902,56
772,22/10/2020,Andaman and Nicobar Islands,4168,199,3913,56
773,23/10/2020,Andaman and Nicobar Islands,4184,190,3937,57
774,24/10/2020,Andaman and Nicobar Islands,4207,204,3945,58
775,25/10/2020,Andaman and Nicobar Islands,4225,199,3968,58
776,26/10/2020,Andaman and Nicobar Islands,4245,204,3983,58
777,27/10/2020,Andaman and Nicobar Islands,4253,198,3997,58
778,28/10/2020,Andaman and Nicobar Islands,4274,197,4019,58
779,29/10/2020,Andaman and Nicobar Islands,4289,192,4039,58
780,30/10/2020,Andaman and Nicobar Islands,4305,192,4054,59
781,31/10/2020,Andaman and Nicobar Islands,4317,182,4076,59
782,01/11/2020,Andaman and Nicobar Islands,4332,173,4100,59
783,02/11/2020,Andaman and Nicobar Islands,4340,168,4112,60
784,03/11/2020,Andaman and Nicobar Islands,4352,160,4132,60
785,04/11/2020,Andaman and Nicobar Islands,4372,159,4153,60
786,05/11/2020,Andaman and Nicobar Islands,4389,166,4163,60
787,06/11/2020,Andaman and Nicobar Islands,4403,168,4175,60
788,07/11/2020,Andaman and Nicobar Islands,4420,166,4194,60
789,08/11/2020,Andaman and Nicobar Islands,4441,175,4206,60
790,09/11/2020,Andaman and Nicobar Islands,4450,169,4221,60
791,10/11/2020,Andaman and Nicobar Islands,4463,164,4239,60
792,11/11/2020,Andaman and Nicobar Islands,4477,162,4255,60
793,12/11/2020,Andaman and Nicobar Islands,4494,167,4267,60
794,13/11/2020,Andaman and Nicobar Islands,4507,164,4282,61
795,14/11/2020,Andaman and Nicobar Islands,4518,153,4304,61
796,15/11/2020,Andaman and Nicobar Islands,4527,151,4315,61
797,16/11/2020,Andaman and Nicobar Islands,4536,145,4330,61
798,17/11/2020,Andaman and Nicobar Islands,4557,150,4346,61
799,18/11/2020,Andaman and Nicobar Islands,4574,150,4363,61
800,19/11/2020,Andaman and Nicobar Islands,4593,154,4378,61
801,20/11/2020,Andaman and Nicobar Islands,4604,145,4398,61
802,21/11/2020,Andaman and Nicobar Islands,4617,148,4408,61
803,22/11/2020,Andaman and Nicobar Islands,4631,142,4428,61
804,23/11/2020,Andaman and Nicobar Islands,4641,140,4440,61
805,24/11/2020,Andaman and Nicobar Islands,4656,142,4453,61
806,25/11/2020,Andaman and Nicobar Islands,4667,142,4464,61
807,26/11/2020,Andaman and Nicobar Islands,4677,137,4479,61
808,27/11/2020,Andaman and Nicobar Islands,4682,130,4491,61
809,28/11/2020,Andaman and Nicobar Islands,4689,120,4508,61
810,29/11/2020,Andaman and Nicobar Islands,4698,119,4518,61
811,30/11/2020,Andaman and Nicobar Islands,4704,106,4537,61
812,01/12/2020,Andaman and Nicobar Islands,4710,99,4550,61
813,02/12/2020,Andaman and Nicobar Islands,4718,91,4566,61
814,03/12/2020,Andaman and Nicobar Islands,4723,79,4583,61
815,04/12/2020,Andaman and Nicobar Islands,4729,71,4597,61
816,05/12/2020,Andaman and Nicobar Islands,4742,70,4611,61
817,06/12/2020,Andaman and Nicobar Islands,4747,70,4616,61
818,07/12/2020,Andaman and Nicobar Islands,4758,73,4624,61
819,08/12/2020,Andaman and Nicobar Islands,4773,81,4631,61
820,09/12/2020,Andaman and Nicobar Islands,4778,70,4647,61
821,10/12/2020,Andaman and Nicobar Islands,4783,75,4647,61
822,11/12/2020,Andaman and Nicobar Islands,4791,78,4652,61
823,12/12/2020,Andaman and Nicobar Islands,4798,78,4659,61
824,13/12/2020,Andaman and Nicobar Islands,4805,79,4665,61
825,14/12/2020,Andaman and Nicobar Islands,4818,84,4673,61
826,15/12/2020,Andaman and Nicobar Islands,4834,92,4681,61
827,17/12/2020,Andaman and Nicobar Islands,4850,91,4698,61
828,18/12/2020,Andaman and Nicobar Islands,4860,92,4707,61
829,19/12/2020,Andaman and Nicobar Islands,4869,96,4712,61
830,20/12/2020,Andaman and Nicobar Islands,4875,95,4719,61
831,21/12/2020,Andaman and Nicobar Islands,4881,88,4732,61
832,22/12/2020,Andaman and Nicobar Islands,4888,86,4740,62
833,23/12/2020,Andaman and Nicobar Islands,4893,82,4749,62
834,24/12/2020,Andaman and Nicobar Islands,4896,73,4761,62
835,25/12/2020,Andaman and Nicobar Islands,4901,64,4775,62
836,26/12/2020,Andaman and Nicobar Islands,4912,69,4781,62
837,27/12/2020,Andaman and Nicobar Islands,4912,61,4789,62
838,28/12/2020,Andaman and Nicobar Islands,4924,64,4798,62
839,29/12/2020,Andaman and Nicobar Islands,4929,64,4803,62
840,30/12/2020,Andaman and Nicobar Islands,4936,63,4811,62
841,31/12/2020,Andaman and Nicobar Islands,4941,59,4820,62
842,03/01/2021,Andaman and Nicobar Islands,4947,48,4837,62
843,04/01/2021,Andaman and Nicobar Islands,4948,40,4846,62
