S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
3224,21/07/2021,Bihar,724081,634,713815,9632
3225,22/07/2021,Bihar,724169,590,713944,9635
3226,26/07/2021,Bihar,724471,502,714330,9639
3227,27/07/2021,Bihar,724530,468,714423,9639
3228,28/07/2021,Bihar,724597,484,714474,9639
3229,29/07/2021,Bihar,724673,480,714554,9639
3230,30/07/2021,Bihar,724719,481,714596,9642
3231,31/07/2021,Bihar,724791,458,714690,9643
3232,01/08/2021,Bihar,724835,457,714735,9643
3233,02/08/2021,Bihar,724880,435,714801,9644
3234,03/08/2021,Bihar,724917,401,714872,9644
3235,04/08/2021,Bihar,724977,384,714949,9644
3236,05/08/2021,Bihar,725023,366,715011,9646
3237,06/08/2021,Bihar,725067,365,715056,9646
3238,07/08/2021,Bihar,725122,357,715119,9646
3239,08/08/2021,Bihar,725158,321,715191,9646
3240,09/08/2021,Bihar,725192,310,715236,9646
3241,10/08/2021,Bihar,725235,286,715303,9646
3242,11/08/2021,Bihar,725279,281,715352,9646
3243,12/08/2021,Bihar,725326,277,715403,9646
3244,13/08/2021,Bihar,725369,273,715450,9646
3245,14/08/2021,Bihar,725416,264,715503,9649
3246,15/08/2021,Bihar,725455,251,715555,9649
3247,16/08/2021,Bihar,725483,241,715593,9649
3248,17/08/2021,Bihar,725497,213,715635,9649
3249,18/08/2021,Bihar,725518,204,715665,9649
3250,19/08/2021,Bihar,725534,188,715697,9649
3251,20/08/2021,Bihar,725549,179,715721,9649
3252,21/08/2021,Bihar,725560,169,715742,9649
3253,22/08/2021,Bihar,725568,147,715772,9649
3254,23/08/2021,Bihar,725588,141,715798,9649
3255,24/08/2021,Bihar,725596,112,715834,9650
3256,25/08/2021,Bihar,725605,102,715853,9650
3257,26/08/2021,Bihar,725636,105,715881,9650
3258,27/08/2021,Bihar,725651,107,715894,9650
3259,28/08/2021,Bihar,725672,115,715905,9652
3260,29/08/2021,Bihar,725683,112,715918,9653
3261,30/08/2021,Bihar,725694,113,715928,9653
3262,31/08/2021,Bihar,725700,106,715941,9653
3263,01/09/2021,Bihar,725708,100,715955,9653
3264,02/09/2021,Bihar,725718,86,715979,9653
3265,03/09/2021,Bihar,725728,90,715984,9654
3266,04/09/2021,Bihar,725734,80,716000,9654
3267,05/09/2021,Bihar,725745,66,716025,9654
3268,06/09/2021,Bihar,725753,65,716033,9655
3269,07/09/2021,Bihar,725784,65,716062,9657
3270,08/09/2021,Bihar,725765,55,716054,9656
3271,09/09/2021,Bihar,725784,65,716062,9657
3272,10/09/2021,Bihar,725805,73,716074,9658
3273,11/09/2021,Bihar,725819,75,716086,9658
3274,12/09/2021,Bihar,725820,76,716086,9658
3275,13/09/2021,Bihar,725827,81,716088,9658
3276,14/09/2021,Bihar,725833,77,716098,9658
3277,15/09/2021,Bihar,725845,74,716113,9658
3278,16/09/2021,Bihar,725852,66,716128,9658
3279,18/09/2021,Bihar,725871,65,716148,9658
3280,19/09/2021,Bihar,725881,65,716158,9658
3281,20/09/2021,Bihar,725894,70,716165,9659
3282,21/09/2021,Bihar,725901,69,716173,9659
3283,22/09/2021,Bihar,725907,60,716188,9659
3284,23/09/2021,Bihar,725918,60,716199,9659
3285,24/09/2021,Bihar,725922,56,716206,9660
3286,25/09/2021,Bihar,725932,61,716211,9660
3287,26/09/2021,Bihar,725937,65,716212,9660
3288,27/09/2021,Bihar,725944,68,716216,9660
3289,28/09/2021,Bihar,725947,57,716230,9660
3290,29/09/2021,Bihar,725948,53,716235,9660
3291,30/09/2021,Bihar,725952,55,716237,9660
3292,01/10/2021,Bihar,725958,54,716243,9661
3293,02/10/2021,Bihar,725961,42,716258,9661
3294,03/10/2021,Bihar,725965,44,716260,9661
3295,04/10/2021,Bihar,725968,38,716269,9661
3296,05/10/2021,Bihar,725971,31,716279,9661
3297,06/10/2021,Bihar,725973,29,716283,9661
3298,07/10/2021,Bihar,725975,29,716285,9661
3299,01/01/1970,Chandigarh,65154,30,64307,817
3300,19/03/2020,Chandigarh,1,1,0,0
3301,20/03/2020,Chandigarh,1,1,0,0
3302,21/03/2020,Chandigarh,1,1,0,0
3303,22/03/2020,Chandigarh,5,5,0,0
3304,23/03/2020,Chandigarh,6,6,0,0
3305,24/03/2020,Chandigarh,6,6,0,0
3306,25/03/2020,Chandigarh,7,7,0,0
3307,26/03/2020,Chandigarh,7,7,0,0
3308,27/03/2020,Chandigarh,7,7,0,0
3309,28/03/2020,Chandigarh,8,8,0,0
3310,29/03/2020,Chandigarh,8,8,0,0
3311,30/03/2020,Chandigarh,8,8,0,0
3312,31/03/2020,Chandigarh,13,13,0,0
3313,01/04/2020,Chandigarh,13,13,0,0
3314,02/04/2020,Chandigarh,16,16,0,0
3315,03/04/2020,Chandigarh,18,18,0,0
3316,04/04/2020,Chandigarh,18,18,0,0
3317,05/04/2020,Chandigarh,18,18,0,0
3318,06/04/2020,Chandigarh,18,18,0,0
3319,07/04/2020,Chandigarh,18,18,0,0
3320,08/04/2020,Chandigarh,18,11,7,0
3321,09/04/2020,Chandigarh,18,11,7,0
3322,10/04/2020,Chandigarh,18,11,7,0
3323,11/04/2020,Chandigarh,18,11,7,0
3324,12/04/2020,Chandigarh,19,12,7,0
3325,13/04/2020,Chandigarh,21,14,7,0
3326,14/04/2020,Chandigarh,21,14,7,0
3327,15/04/2020,Chandigarh,21,14,7,0
3328,16/04/2020,Chandigarh,21,14,7,0
3329,17/04/2020,Chandigarh,21,12,9,0
3330,18/04/2020,Chandigarh,21,12,9,0
3331,19/04/2020,Chandigarh,23,13,10,0
3332,20/04/2020,Chandigarh,26,13,13,0
3333,21/04/2020,Chandigarh,26,13,13,0
3334,22/04/2020,Chandigarh,27,13,14,0
3335,23/04/2020,Chandigarh,27,13,14,0
3336,24/04/2020,Chandigarh,27,13,14,0
3337,25/04/2020,Chandigarh,27,13,14,0
3338,26/04/2020,Chandigarh,28,13,15,0
3339,27/04/2020,Chandigarh,30,13,17,0
3340,28/04/2020,Chandigarh,40,23,17,0
3341,29/04/2020,Chandigarh,56,39,17,0
3342,30/04/2020,Chandigarh,56,39,17,0
3343,01/05/2020,Chandigarh,56,39,17,0
3344,02/05/2020,Chandigarh,88,71,17,0
3345,03/05/2020,Chandigarh,88,71,17,0
3346,04/05/2020,Chandigarh,94,75,19,0
3347,05/05/2020,Chandigarh,102,80,21,1
3348,06/05/2020,Chandigarh,111,89,21,1
3349,07/05/2020,Chandigarh,120,98,21,1
3350,08/05/2020,Chandigarh,135,113,21,1
3351,09/05/2020,Chandigarh,150,128,21,1
3352,10/05/2020,Chandigarh,169,143,24,2
3353,11/05/2020,Chandigarh,169,143,24,2
3354,12/05/2020,Chandigarh,174,148,24,2
3355,13/05/2020,Chandigarh,187,156,28,3
3356,14/05/2020,Chandigarh,187,156,28,3
3357,15/05/2020,Chandigarh,191,151,37,3
3358,16/05/2020,Chandigarh,191,151,37,3
3359,17/05/2020,Chandigarh,191,137,51,3
3360,18/05/2020,Chandigarh,191,137,51,3
3361,19/05/2020,Chandigarh,196,139,54,3
3362,20/05/2020,Chandigarh,200,140,57,3
3363,21/05/2020,Chandigarh,202,142,57,3
3364,22/05/2020,Chandigarh,217,75,139,3
3365,23/05/2020,Chandigarh,218,37,178,3
3366,24/05/2020,Chandigarh,225,43,179,3
3367,25/05/2020,Chandigarh,238,49,186,3
3368,26/05/2020,Chandigarh,238,49,186,3
3369,27/05/2020,Chandigarh,266,75,187,4
3370,28/05/2020,Chandigarh,279,88,187,4
3371,29/05/2020,Chandigarh,288,95,189,4
3372,30/05/2020,Chandigarh,289,96,189,4
3373,31/05/2020,Chandigarh,289,96,189,4
3374,01/06/2020,Chandigarh,293,90,199,4
3375,02/06/2020,Chandigarh,294,91,199,4
3376,03/06/2020,Chandigarh,301,82,214,5
3377,04/06/2020,Chandigarh,301,82,214,5
3378,05/06/2020,Chandigarh,301,82,214,5
3379,06/06/2020,Chandigarh,304,77,222,5
3380,07/06/2020,Chandigarh,309,31,273,5
3381,08/06/2020,Chandigarh,314,36,273,5
3382,09/06/2020,Chandigarh,317,39,273,5
3383,10/06/2020,Chandigarh,323,32,286,5
3384,11/06/2020,Chandigarh,327,36,286,5
3385,12/06/2020,Chandigarh,332,41,286,5
3386,13/06/2020,Chandigarh,334,43,286,5
3387,14/06/2020,Chandigarh,345,54,286,5
3388,15/06/2020,Chandigarh,352,54,293,5
3389,16/06/2020,Chandigarh,354,52,296,6
3390,17/06/2020,Chandigarh,358,50,302,6
